0,0,1.870
1,0,2.241
2,0,2.193
3,0,2.234
4,0,2.227
5,0,2.220
6,0,2.210
7,0,2.136
8,0,2.192
9,0,1.753
10,0,1.860
11,0,1.533
12,0,1.423
13,0,1.389
14,0,1.290
15,0,1.328
16,0,1.344
17,0,1.331
18,0,1.513
19,0,1.481
20,0,1.673
21,0,1.767
22,0,1.912
23,0,2.019
24,0,2.134
25,0,2.237
26,0,2.198
27,0,2.173
28,0,2.198
29,0,2.041
30,0,1.929
31,0,1.856
32,0,1.597
33,0,1.502
34,0,1.285
35,0,1.265
36,0,1.348
37,0,1.381
38,0,1.500
39,0,1.518
40,0,1.810
41,0,1.954
42,0,2.029
43,0,2.156
44,0,2.175
45,0,2.167
46,0,2.126
47,0,1.963
48,0,1.882
49,0,1.738
50,0,1.712
51,0,1.410
52,0,1.287
53,0,1.283
54,0,1.320
55,0,1.277
56,0,1.498
57,0,1.471
58,0,1.660
59,0,1.775
60,0,1.845
61,0,2.027
62,0,2.099
63,0,2.186
64,0,2.181
65,0,2.096
66,0,2.151
67,0,1.851
68,0,1.875
69,0,1.835
70,0,1.254
71,0,1.375
72,0,1.278
73,0,1.278
74,0,1.281
75,0,1.359
76,0,1.327
77,0,1.475
78,0,1.552
79,0,1.679
80,0,1.812
81,0,1.916
82,0,1.998
83,0,2.068
84,0,2.146
85,0,2.160
86,0,2.152
87,0,2.118
88,0,2.061
89,0,1.993
90,0,1.734
91,0,1.560
92,0,1.501
93,0,1.439
94,0,1.400
95,0,1.257
96,0,1.263
97,0,1.248
98,0,1.277
99,0,1.325
100,0,1.442
101,0,1.498
102,0,1.646
103,0,1.774
104,0,1.843
105,0,1.948
106,0,2.068
107,0,2.113
108,0,2.145
109,0,2.146
110,0,2.146
111,0,2.134
112,0,2.133
113,0,2.001
114,0,1.934
115,0,1.862
116,0,1.805
117,0,1.729
118,0,1.618
119,0,1.609
120,0,1.412
121,0,1.297
122,0,1.250
123,0,1.239
124,0,1.260
125,0,1.306
126,0,1.376
127,0,1.452
128,0,1.486
129,0,1.568
130,0,1.611
131,0,1.733
132,0,1.832
133,0,1.883
134,0,1.972
135,0,1.982
136,0,2.012
137,0,2.067
138,0,2.111
139,0,2.101
140,0,2.101
141,0,2.103
142,0,2.089
143,0,2.016
144,0,1.929
145,0,1.901
146,0,1.786
147,0,1.727
148,0,1.678
149,0,1.570
150,0,1.433
150,1,1.508
149,1,1.445
148,1,1.594
147,1,1.699
146,1,1.693
145,1,1.851
144,1,1.971
143,1,1.931
142,1,1.985
141,1,2.075
140,1,2.086
139,1,2.028
138,1,2.087
137,1,2.088
136,1,2.124
135,1,2.091
134,1,2.047
133,1,1.967
132,1,1.948
131,1,1.919
130,1,1.792
129,1,1.809
128,1,1.655
127,1,1.532
126,1,1.542
125,1,1.437
124,1,1.354
123,1,1.300
122,1,1.273
121,1,1.228
120,1,1.248
119,1,1.232
118,1,1.289
117,1,1.414
116,1,1.425
115,1,1.590
114,1,1.688
113,1,1.729
112,1,1.889
111,1,1.925
110,1,2.009
109,1,2.117
108,1,2.130
107,1,2.156
106,1,2.170
105,1,2.129
104,1,2.120
103,1,2.035
102,1,1.968
101,1,1.919
100,1,1.836
99,1,1.655
